"Date","Price","Open","High","Low","Change %"
"Oct 11, 2018","5.9258","6.0720","6.0849","5.8945","-2.47%"
"Oct 10, 2018","6.0760","6.1042","6.1357","5.9971","-0.41%"
"Oct 09, 2018","6.1011","6.1064","6.1604","6.0610","-0.16%"
"Oct 08, 2018","6.1106","6.1380","6.1948","6.0908","-0.37%"
"Oct 05, 2018","6.1333","6.1520","6.2123","6.0700","-0.48%"
"Oct 04, 2018","6.1627","6.0390","6.2332","6.0339","1.93%"
"Oct 03, 2018","6.0458","5.9730","6.0931","5.9530","1.02%"
"Oct 02, 2018","5.9846","5.9315","6.0594","5.9005","0.82%"
"Oct 01, 2018","5.9360","6.0670","6.0792","5.8870","-1.98%"
"Sep 28, 2018","6.0560","6.0093","6.0942","5.9320","0.80%"
"Sep 27, 2018","6.0080","6.1218","6.1499","5.9460","-1.62%"
"Sep 26, 2018","6.1070","6.1570","6.2171","6.0520","-0.89%"
"Sep 25, 2018","6.1618","6.1320","6.2244","6.0370","0.15%"
"Sep 24, 2018","6.1524","6.2422","6.3361","6.0348","-2.25%"
"Sep 21, 2018","6.2937","6.2006","6.3071","6.1790","1.58%"
"Sep 20, 2018","6.1960","6.2639","6.3907","6.1180","-0.85%"
"Sep 19, 2018","6.2493","6.3887","6.4205","6.2119","-2.12%"
"Sep 18, 2018","6.3846","6.3258","6.4803","6.3064","1.11%"
"Sep 17, 2018","6.3144","6.1809","6.3292","6.1363","2.34%"
"Sep 14, 2018","6.1703","6.0640","6.1911","5.9820","1.47%"
"Sep 13, 2018","6.0812","6.3549","6.5653","5.9989","-4.11%"
"Sep 12, 2018","6.3420","6.4270","6.4821","6.3110","-1.37%"
"Sep 11, 2018","6.4301","6.4705","6.5002","6.4133","-0.49%"
"Sep 10, 2018","6.4616","6.3960","6.5071","6.3793","1.01%"
"Sep 07, 2018","6.3970","6.5810","6.6201","6.3615","-2.82%"
"Sep 06, 2018","6.5827","6.6105","6.6589","6.5339","-0.28%"
"Sep 05, 2018","6.6012","6.6753","6.7418","6.5790","-1.05%"
"Sep 04, 2018","6.6711","6.6200","6.7251","6.5654","0.56%"
"Sep 03, 2018","6.6340","6.5299","6.7324","6.4890","1.47%"
"Aug 31, 2018","6.5380","6.6740","6.8125","6.3765","-1.71%"
"Aug 30, 2018","6.6519","6.4520","6.8350","6.4021","2.73%"
"Aug 29, 2018","6.4752","6.3026","6.5138","6.2447","3.22%"
"Aug 28, 2018","6.2730","6.1456","6.3130","6.1075","2.47%"
"Aug 27, 2018","6.1217","6.0058","6.2978","5.9629","1.91%"
"Aug 24, 2018","6.0068","6.0968","6.1357","5.9811","-1.92%"
"Aug 23, 2018","6.1247","6.0564","6.1909","6.0276","1.21%"
"Aug 22, 2018","6.0512","6.0718","6.1369","6.0219","-0.40%"
"Aug 21, 2018","6.0757","6.1054","6.1797","6.0170","-0.08%"
"Aug 20, 2018","6.0808","6.0280","6.2000","5.9520","1.11%"
"Aug 17, 2018","6.0140","5.8200","6.3416","5.7180","3.21%"
"Aug 16, 2018","5.8270","5.9280","6.0410","5.6675","-2.73%"
"Aug 15, 2018","5.9905","6.3401","6.5955","5.8600","-5.73%"
"Aug 14, 2018","6.3544","6.8868","6.9668","6.2804","-7.69%"
"Aug 13, 2018","6.8834","6.4362","7.2393","6.4362","7.09%"
"Aug 10, 2018","6.4275","5.5450","6.8020","5.5300","15.90%"
"Aug 09, 2018","5.5457","5.2840","5.5720","5.2777","5.03%"
"Aug 08, 2018","5.2800","5.2310","5.3112","5.2200","0.68%"
"Aug 07, 2018","5.2443","5.3275","5.3696","5.1725","-1.61%"
"Aug 06, 2018","5.3301","5.0798","5.4265","5.0798","4.89%"
"Aug 03, 2018","5.0815","5.0655","5.1135","5.0528","0.31%"
"Aug 02, 2018","5.0660","4.9924","5.0944","4.9591","1.42%"
"Aug 01, 2018","4.9950","4.9137","5.0183","4.9087","1.64%"
"Jul 31, 2018","4.9142","4.8845","4.9324","4.8734","0.65%"
"Jul 30, 2018","4.8823","4.8459","4.9104","4.8407","0.61%"
"Jul 27, 2018","4.8529","4.8644","4.8830","4.8340","-0.25%"
"Jul 26, 2018","4.8649","4.7705","4.8845","4.7660","1.93%"
"Jul 25, 2018","4.7728","4.8883","4.8924","4.7728","-2.32%"
"Jul 24, 2018","4.8861","4.7415","4.9403","4.7345","3.09%"
"Jul 23, 2018","4.7395","4.7939","4.7970","4.7305","-1.11%"
"Jul 20, 2018","4.7927","4.8065","4.8269","4.7630","-0.29%"
"Jul 19, 2018","4.8066","4.7970","4.8453","4.7875","0.24%"
"Jul 18, 2018","4.7952","4.8074","4.8474","4.7624","-0.24%"
"Jul 17, 2018","4.8065","4.8451","4.8606","4.7755","-0.82%"
"Jul 16, 2018","4.8463","4.8435","4.8680","4.8180","-0.18%"
"Jul 13, 2018","4.8552","4.8545","4.8753","4.8066","0.00%"
"Jul 12, 2018","4.8552","4.8735","4.9721","4.7792","-0.43%"
"Jul 11, 2018","4.8762","4.7035","4.8789","4.6923","3.58%"
"Jul 10, 2018","4.7077","4.7358","4.7588","4.6448","-0.55%"
"Jul 09, 2018","4.7338","4.5694","4.7488","4.5060","3.58%"
"Jul 06, 2018","4.5704","4.5935","4.6198","4.5684","-0.48%"
"Jul 05, 2018","4.5924","4.6692","4.6890","4.5814","-1.59%"
"Jul 04, 2018","4.6667","4.6720","4.7234","4.6590","-0.08%"
"Jul 03, 2018","4.6705","4.6175","4.6881","4.6080","1.18%"
"Jul 02, 2018","4.6161","4.5908","4.6448","4.5813","0.63%"
"Jun 29, 2018","4.5872","4.5830","4.6111","4.5445","0.04%"
"Jun 28, 2018","4.5853","4.6245","4.6535","4.5733","-0.80%"
"Jun 27, 2018","4.6225","4.6168","4.6590","4.5895","0.15%"
"Jun 26, 2018","4.6155","4.6792","4.7169","4.6045","-1.40%"
"Jun 25, 2018","4.6810","4.6600","4.7249","4.5350","0.08%"
"Jun 22, 2018","4.6773","4.7185","4.7462","4.6585","-0.96%"
"Jun 21, 2018","4.7225","4.7312","4.7700","4.7151","-0.22%"
"Jun 20, 2018","4.7327","4.7319","4.7696","4.7220","-0.16%"
"Jun 19, 2018","4.7402","4.7055","4.7763","4.6860","0.77%"
"Jun 18, 2018","4.7042","4.7272","4.7458","4.6730","-0.55%"
"Jun 15, 2018","4.7301","4.7267","4.7602","4.7073","0.09%"
"Jun 14, 2018","4.7259","4.6319","4.7329","4.5910","1.74%"
"Jun 13, 2018","4.6453","4.5953","4.6995","4.5813","1.04%"
"Jun 12, 2018","4.5976","4.5229","4.5998","4.5191","1.63%"
"Jun 11, 2018","4.5240","4.4774","4.5420","4.4610","1.12%"
"Jun 08, 2018","4.4740","4.4800","4.5404","4.4591","-0.23%"
"Jun 07, 2018","4.4844","4.5537","4.5872","4.4510","-1.56%"
"Jun 06, 2018","4.5554","4.5980","4.6290","4.5358","-0.94%"
"Jun 05, 2018","4.5985","4.5903","4.6337","4.5805","0.14%"
"Jun 04, 2018","4.5921","4.6495","4.6791","4.5735","-1.26%"
"Jun 01, 2018","4.6508","4.5240","4.6574","4.5140","2.79%"
"May 31, 2018","4.5245","4.4590","4.5463","4.4495","1.33%"
"May 30, 2018","4.4650","4.5483","4.5641","4.4410","-1.84%"
"May 29, 2018","4.5488","4.5770","4.6358","4.5280","-0.73%"
"May 28, 2018","4.5822","4.7130","4.7214","4.5495","-2.67%"
"May 25, 2018","4.7081","4.7090","4.8030","4.6818","0.02%"
"May 24, 2018","4.7073","4.5763","4.8032","4.5380","2.86%"
"May 23, 2018","4.5762","4.6660","4.9241","4.5395","-1.99%"
"May 22, 2018","4.6691","4.5744","4.6738","4.5375","2.06%"
"May 21, 2018","4.5749","4.4902","4.6000","4.4864","1.85%"
"May 18, 2018","4.4917","4.4570","4.5060","4.4365","0.70%"
"May 17, 2018","4.4606","4.4110","4.4674","4.4095","1.06%"
"May 16, 2018","4.4139","4.4430","4.5015","4.3900","-0.70%"
"May 15, 2018","4.4450","4.3689","4.4770","4.3470","1.78%"
"May 14, 2018","4.3674","4.3139","4.3714","4.3000","1.25%"
"May 11, 2018","4.3136","4.2347","4.3180","4.2261","1.85%"
"May 10, 2018","4.2352","4.2871","4.3084","4.2197","-1.22%"
"May 09, 2018","4.2876","4.3290","4.3746","4.2510","-1.04%"
"May 08, 2018","4.3327","4.2664","4.3382","4.2565","1.54%"
"May 07, 2018","4.2669","4.2260","4.2729","4.2210","0.97%"
"May 04, 2018","4.2260","4.2153","4.2921","4.2137","0.31%"
"May 03, 2018","4.2131","4.1772","4.2450","4.1522","0.86%"
"May 02, 2018","4.1771","4.1028","4.1876","4.0886","1.81%"
"May 01, 2018","4.1030","4.0610","4.1254","4.0530","1.02%"
"Apr 30, 2018","4.0617","4.0441","4.0740","4.0245","0.48%"
"Apr 27, 2018","4.0422","4.0659","4.0800","4.0350","-0.60%"
"Apr 26, 2018","4.0664","4.0813","4.0863","4.0545","-0.36%"
"Apr 25, 2018","4.0809","4.0866","4.1116","4.0325","-0.12%"
"Apr 24, 2018","4.0860","4.1077","4.1144","4.0775","-0.54%"
"Apr 23, 2018","4.1080","4.0766","4.1111","4.0614","0.77%"
"Apr 20, 2018","4.0766","4.0398","4.0790","4.0225","0.90%"
"Apr 19, 2018","4.0403","4.0078","4.0500","4.0055","0.79%"
"Apr 18, 2018","4.0086","4.0941","4.1086","4.0037","-2.17%"
"Apr 17, 2018","4.0976","4.0967","4.1266","4.0697","0.03%"
"Apr 16, 2018","4.0963","4.0984","4.1213","4.0865","-0.01%"
"Apr 13, 2018","4.0969","4.1097","4.1173","4.0650","-0.32%"
"Apr 12, 2018","4.1102","4.1308","4.1615","4.0813","-0.62%"
"Apr 11, 2018","4.1360","4.1120","4.1950","4.1067","0.58%"
"Apr 10, 2018","4.1121","4.0715","4.1393","4.0530","0.94%"
"Apr 09, 2018","4.0737","4.0410","4.0761","4.0315","0.71%"
"Apr 06, 2018","4.0449","4.0531","4.0680","4.0263","-0.16%"
"Apr 05, 2018","4.0515","3.9970","4.0538","3.9942","1.31%"
"Apr 04, 2018","3.9991","3.9894","4.0290","3.9832","0.26%"
"Apr 03, 2018","3.9887","3.9719","3.9950","3.9670","0.38%"
"Apr 02, 2018","3.9735","3.9542","3.9808","3.9496","0.46%"
"Mar 30, 2018","3.9552","3.9426","3.9613","3.9370","0.33%"
"Mar 29, 2018","3.9422","4.0080","4.0163","3.9325","-1.70%"
"Mar 28, 2018","4.0103","3.9822","4.0169","3.9772","0.71%"
"Mar 27, 2018","3.9819","3.9657","3.9981","3.9579","0.41%"
"Mar 26, 2018","3.9657","3.9803","3.9963","3.9524","-0.42%"
"Mar 23, 2018","3.9824","3.9311","4.0356","3.9311","1.22%"
"Mar 22, 2018","3.9343","3.9097","3.9458","3.8969","0.66%"
"Mar 21, 2018","3.9085","3.9350","3.9407","3.9062","-0.65%"
"Mar 20, 2018","3.9339","3.9356","3.9535","3.9180","-0.06%"
"Mar 19, 2018","3.9362","3.9119","3.9546","3.9119","0.42%"
"Mar 16, 2018","3.9196","3.8955","3.9266","3.8875","0.62%"
"Mar 15, 2018","3.8956","3.8791","3.9070","3.8721","0.41%"
"Mar 14, 2018","3.8796","3.8731","3.8954","3.8524","0.16%"
"Mar 13, 2018","3.8733","3.8439","3.8754","3.8325","0.77%"
"Mar 12, 2018","3.8438","3.8102","3.8525","3.8037","0.86%"
"Mar 09, 2018","3.8111","3.8238","3.8290","3.8000","-0.33%"
"Mar 08, 2018","3.8236","3.7994","3.8285","3.7977","0.55%"
"Mar 07, 2018","3.8027","3.7929","3.8098","3.7876","0.22%"
"Mar 06, 2018","3.7942","3.8078","3.8131","3.7827","-0.37%"
"Mar 05, 2018","3.8084","3.8074","3.8296","3.8038","0.03%"
"Mar 02, 2018","3.8071","3.8057","3.8252","3.7990","0.04%"
"Mar 01, 2018","3.8056","3.7996","3.8210","3.7939","0.18%"
"Feb 28, 2018","3.7988","3.8151","3.8169","3.7925","-0.44%"
"Feb 27, 2018","3.8155","3.7852","3.8160","3.7780","0.77%"
"Feb 26, 2018","3.7864","3.7879","3.7985","3.7729","-0.11%"
"Feb 23, 2018","3.7905","3.7845","3.7965","3.7760","0.16%"
"Feb 22, 2018","3.7843","3.7867","3.8113","3.7782","-0.13%"
"Feb 21, 2018","3.7892","3.7972","3.8104","3.7740","-0.24%"
"Feb 20, 2018","3.7984","3.7569","3.8136","3.7565","1.09%"
"Feb 19, 2018","3.7573","3.7465","3.7642","3.7418","0.26%"
"Feb 16, 2018","3.7474","3.7644","3.7730","3.7345","-0.45%"
"Feb 15, 2018","3.7644","3.7826","3.7866","3.7619","-0.48%"
"Feb 14, 2018","3.7824","3.8122","3.8254","3.7778","-0.74%"
"Feb 13, 2018","3.8106","3.8002","3.8134","3.7875","0.29%"
"Feb 12, 2018","3.7997","3.8209","3.8290","3.7945","-0.60%"
"Feb 09, 2018","3.8226","3.8213","3.8456","3.8035","0.03%"
"Feb 08, 2018","3.8216","3.8047","3.8360","3.7885","0.44%"
"Feb 07, 2018","3.8047","3.7697","3.8077","3.7605","0.93%"
"Feb 06, 2018","3.7695","3.7895","3.7964","3.7605","-0.54%"
"Feb 05, 2018","3.7900","3.7688","3.7920","3.7525","0.44%"
"Feb 02, 2018","3.7735","3.7336","3.7786","3.7290","1.13%"
"Feb 01, 2018","3.7315","3.7547","3.7724","3.7260","-0.64%"
"Jan 31, 2018","3.7555","3.7811","3.7837","3.7441","-0.67%"
"Jan 30, 2018","3.7810","3.7929","3.8000","3.7584","-0.33%"
"Jan 29, 2018","3.7934","3.7539","3.7973","3.7408","1.03%"
"Jan 26, 2018","3.7547","3.7516","3.7661","3.7252","0.06%"
"Jan 25, 2018","3.7525","3.7379","3.7609","3.7126","0.38%"
"Jan 24, 2018","3.7384","3.7670","3.7754","3.7298","-0.77%"
"Jan 23, 2018","3.7673","3.7760","3.8049","3.7638","-0.20%"
"Jan 22, 2018","3.7750","3.8316","3.8491","3.7695","-0.83%"
"Jan 19, 2018","3.8065","3.7708","3.8177","3.7585","0.97%"
"Jan 18, 2018","3.7701","3.8161","3.8226","3.7550","-1.26%"
"Jan 17, 2018","3.8182","3.7971","3.8339","3.7905","0.53%"
"Jan 16, 2018","3.7980","3.8011","3.8358","3.7835","-0.07%"
"Jan 15, 2018","3.8007","3.7484","3.8043","3.7429","1.40%"
"Jan 12, 2018","3.7482","3.7767","3.7847","3.7438","-0.69%"
"Jan 11, 2018","3.7741","3.7996","3.8064","3.7670","-0.67%"
"Jan 10, 2018","3.7994","3.7675","3.8092","3.7646","0.84%"
"Jan 09, 2018","3.7679","3.7456","3.7801","3.7396","0.63%"
"Jan 08, 2018","3.7443","3.7317","3.7576","3.7297","0.20%"
"Jan 05, 2018","3.7367","3.7496","3.7618","3.7275","-0.30%"
"Jan 04, 2018","3.7480","3.7834","3.7883","3.7440","-0.88%"
"Jan 03, 2018","3.7812","3.7660","3.7879","3.7520","0.38%"
"Jan 02, 2018","3.7667","3.7920","3.7968","3.7490","-0.55%"
"Jan 01, 2018","3.7875","3.7855","3.7974","3.7855","-0.07%"
"Dec 29, 2017","3.7900","3.7748","3.7975","3.7592","0.40%"
"Dec 28, 2017","3.7749","3.8160","3.8255","3.7630","-1.07%"
"Dec 27, 2017","3.8156","3.8110","3.8283","3.8020","0.09%"
"Dec 26, 2017","3.8120","3.8091","3.8200","3.7946","0.12%"
"Dec 25, 2017","3.8074","3.8097","3.8200","3.7910","-0.22%"
"Dec 22, 2017","3.8157","3.8182","3.8277","3.8067","-0.05%"
"Dec 21, 2017","3.8175","3.8193","3.8342","3.8138","-0.07%"
"Dec 20, 2017","3.8203","3.8331","3.8453","3.8133","-0.35%"
"Dec 19, 2017","3.8336","3.8297","3.8455","3.8198","0.09%"
"Dec 18, 2017","3.8300","3.8628","3.8706","3.8203","-0.82%"
"Dec 15, 2017","3.8617","3.8888","3.8902","3.8478","-0.65%"
"Dec 14, 2017","3.8869","3.8114","3.8972","3.8076","1.97%"
"Dec 13, 2017","3.8119","3.8479","3.8655","3.8083","-0.94%"
"Dec 12, 2017","3.8479","3.8380","3.8609","3.8213","0.29%"
"Dec 11, 2017","3.8367","3.8387","3.8400","3.8140","-0.05%"
"Dec 08, 2017","3.8388","3.8594","3.8746","3.8238","-0.63%"
"Dec 07, 2017","3.8631","3.8507","3.8740","3.8465","0.32%"
"Dec 06, 2017","3.8506","3.8438","3.8640","3.8385","0.16%"
"Dec 05, 2017","3.8444","3.8742","3.8801","3.8375","-0.77%"
"Dec 04, 2017","3.8742","3.9162","3.9466","3.8621","-0.99%"
"Dec 01, 2017","3.9131","3.9178","3.9475","3.9059","-0.15%"
"Nov 30, 2017","3.9190","3.9618","3.9626","3.9030","-1.07%"
"Nov 29, 2017","3.9613","3.9641","3.9737","3.9400","-0.08%"
"Nov 28, 2017","3.9645","3.9059","3.9736","3.9017","1.49%"
"Nov 27, 2017","3.9062","3.9498","3.9562","3.8875","-0.95%"
"Nov 24, 2017","3.9437","3.9200","3.9576","3.9090","0.60%"
"Nov 23, 2017","3.9201","3.9179","3.9475","3.8960","0.04%"
"Nov 22, 2017","3.9184","3.9548","3.9825","3.9115","-0.97%"
"Nov 21, 2017","3.9566","3.9289","3.9778","3.9180","0.71%"
"Nov 20, 2017","3.9286","3.8772","3.9300","3.8537","1.32%"
"Nov 17, 2017","3.8773","3.8647","3.9055","3.8513","0.37%"
"Nov 16, 2017","3.8629","3.8808","3.8891","3.8485","-0.47%"
"Nov 15, 2017","3.8811","3.8852","3.9015","3.8690","-0.13%"
"Nov 14, 2017","3.8860","3.8685","3.9109","3.8577","0.40%"
"Nov 13, 2017","3.8706","3.8602","3.8892","3.8460","0.18%"
"Nov 10, 2017","3.8636","3.8612","3.8818","3.8450","-0.03%"
"Nov 09, 2017","3.8647","3.8677","3.8824","3.8367","-0.05%"
"Nov 08, 2017","3.8665","3.8851","3.9020","3.8549","-0.46%"
"Nov 07, 2017","3.8844","3.8278","3.8966","3.8235","1.47%"
"Nov 06, 2017","3.8280","3.8825","3.8904","3.8205","-1.50%"
"Nov 03, 2017","3.8864","3.7973","3.8899","3.7944","2.34%"
"Nov 02, 2017","3.7975","3.8122","3.8270","3.7894","-0.41%"
"Nov 01, 2017","3.8130","3.7917","3.8340","3.7830","0.55%"
"Oct 31, 2017","3.7920","3.7793","3.8151","3.7620","0.32%"
"Oct 30, 2017","3.7798","3.7910","3.7948","3.7610","-0.23%"
"Oct 27, 2017","3.7885","3.8198","3.8432","3.7830","-0.83%"
"Oct 26, 2017","3.8203","3.7667","3.8353","3.7489","1.42%"
"Oct 25, 2017","3.7668","3.7421","3.8082","3.7167","0.68%"
"Oct 24, 2017","3.7414","3.7158","3.7593","3.7011","0.68%"
"Oct 23, 2017","3.7163","3.6709","3.7230","3.6707","1.22%"
"Oct 20, 2017","3.6714","3.6454","3.6840","3.6438","0.71%"
"Oct 19, 2017","3.6456","3.6791","3.6814","3.6422","-0.85%"
"Oct 18, 2017","3.6768","3.6665","3.6880","3.6602","0.29%"
"Oct 17, 2017","3.6663","3.6477","3.6919","3.6440","0.55%"
"Oct 16, 2017","3.6463","3.6303","3.6525","3.6279","0.31%"
"Oct 13, 2017","3.6349","3.6543","3.6637","3.6215","-0.52%"
"Oct 12, 2017","3.6540","3.6500","3.6721","3.6280","0.15%"
"Oct 11, 2017","3.6484","3.7090","3.7131","3.6425","-1.70%"
"Oct 10, 2017","3.7114","3.7006","3.7129","3.6585","0.28%"
"Oct 09, 2017","3.7011","3.6157","3.7704","3.6157","2.38%"
"Oct 06, 2017","3.6149","3.5831","3.6380","3.5782","0.87%"
"Oct 05, 2017","3.5836","3.5718","3.5891","3.5618","0.32%"
"Oct 04, 2017","3.5723","3.5714","3.5800","3.5575","0.01%"
"Oct 03, 2017","3.5718","3.5645","3.5960","3.5631","0.23%"
"Oct 02, 2017","3.5635","3.5654","3.5882","3.5620","-0.01%"
"Sep 29, 2017","3.5637","3.5580","3.5671","3.5369","0.10%"
"Sep 28, 2017","3.5603","3.5789","3.5990","3.5550","-0.48%"
"Sep 27, 2017","3.5774","3.5375","3.5870","3.5355","0.99%"
"Sep 26, 2017","3.5424","3.5499","3.5586","3.5225","-0.20%"
"Sep 25, 2017","3.5494","3.4920","3.5530","3.4920","1.52%"
"Sep 22, 2017","3.4962","3.5029","3.5090","3.4775","-0.17%"
"Sep 21, 2017","3.5023","3.5035","3.5210","3.4935","-0.02%"
"Sep 20, 2017","3.5030","3.4896","3.5198","3.4644","0.41%"
"Sep 19, 2017","3.4887","3.4899","3.5074","3.4767","-0.02%"
"Sep 18, 2017","3.4894","3.4398","3.5008","3.4290","1.51%"
"Sep 15, 2017","3.4376","3.4326","3.4447","3.4189","0.13%"
"Sep 14, 2017","3.4331","3.4578","3.4780","3.4285","-0.72%"
"Sep 13, 2017","3.4579","3.4325","3.4629","3.4215","0.72%"
"Sep 12, 2017","3.4331","3.4059","3.4450","3.4012","0.80%"
"Sep 11, 2017","3.4060","3.4117","3.4150","3.3845","-0.17%"
"Sep 08, 2017","3.4117","3.4038","3.4226","3.3944","0.21%"
"Sep 07, 2017","3.4045","3.4273","3.4356","3.4011","-0.62%"
"Sep 06, 2017","3.4257","3.4340","3.4505","3.4195","-0.34%"
"Sep 05, 2017","3.4375","3.4342","3.4535","3.4224","0.08%"
"Sep 04, 2017","3.4348","3.4263","3.4411","3.4206","0.19%"
"Sep 01, 2017","3.4284","3.4500","3.4546","3.4132","-0.70%"
"Aug 31, 2017","3.4527","3.4517","3.4733","3.4422","0.03%"
"Aug 30, 2017","3.4517","3.4459","3.4639","3.4369","0.15%"
"Aug 29, 2017","3.4465","3.4439","3.4590","3.4310","0.07%"
"Aug 28, 2017","3.4441","3.4381","3.4540","3.4340","0.15%"
"Aug 25, 2017","3.4389","3.4837","3.4914","3.4331","-1.29%"
"Aug 24, 2017","3.4838","3.4756","3.4876","3.4727","0.15%"
"Aug 23, 2017","3.4787","3.4935","3.5043","3.4748","-0.45%"
"Aug 22, 2017","3.4944","3.4955","3.5060","3.4880","-0.07%"
"Aug 21, 2017","3.4970","3.5136","3.5259","3.4899","-0.61%"
"Aug 18, 2017","3.5185","3.5251","3.5327","3.5080","-0.20%"
"Aug 17, 2017","3.5254","3.5159","3.5299","3.5103","0.28%"
"Aug 16, 2017","3.5156","3.5369","3.5417","3.5141","-0.55%"
"Aug 15, 2017","3.5352","3.5250","3.5489","3.5166","0.27%"
"Aug 14, 2017","3.5257","3.5396","3.5397","3.5174","-0.32%"
"Aug 11, 2017","3.5369","3.5417","3.5596","3.5296","-0.14%"
"Aug 10, 2017","3.5418","3.5373","3.5453","3.5242","0.12%"
"Aug 09, 2017","3.5376","3.5330","3.5499","3.5267","0.11%"
"Aug 08, 2017","3.5338","3.5288","3.5353","3.5232","0.13%"
"Aug 07, 2017","3.5291","3.5281","3.5381","3.5200","0.03%"
"Aug 04, 2017","3.5279","3.5392","3.5439","3.5230","-0.33%"
"Aug 03, 2017","3.5396","3.5330","3.5488","3.5280","0.26%"
"Aug 02, 2017","3.5305","3.5281","3.5430","3.5225","0.10%"
"Aug 01, 2017","3.5271","3.5198","3.5322","3.5080","0.22%"
"Jul 31, 2017","3.5193","3.5291","3.5380","3.5140","-0.24%"
"Jul 28, 2017","3.5279","3.5351","3.5416","3.5224","-0.24%"
"Jul 27, 2017","3.5363","3.5368","3.5440","3.5160","-0.06%"
"Jul 26, 2017","3.5385","3.5734","3.5787","3.5325","-0.95%"
"Jul 25, 2017","3.5724","3.5566","3.5768","3.5470","0.44%"
"Jul 24, 2017","3.5567","3.5369","3.5715","3.5236","0.58%"
"Jul 21, 2017","3.5363","3.5263","3.5434","3.5187","0.28%"
"Jul 20, 2017","3.5264","3.5220","3.5453","3.5175","0.12%"
"Jul 19, 2017","3.5220","3.5223","3.5405","3.5090","-0.03%"
"Jul 18, 2017","3.5231","3.5281","3.5382","3.5181","-0.15%"
"Jul 17, 2017","3.5284","3.5379","3.5525","3.5220","-0.27%"
"Jul 14, 2017","3.5381","3.5650","3.5720","3.5249","-0.77%"
"Jul 13, 2017","3.5657","3.5663","3.5779","3.5569","-0.04%"
"Jul 12, 2017","3.5672","3.6133","3.6234","3.5632","-1.29%"
"Jul 11, 2017","3.6139","3.6088","3.6452","3.6042","0.16%"
"Jul 10, 2017","3.6083","3.6166","3.6248","3.5985","-0.27%"
"Jul 07, 2017","3.6182","3.6189","3.6474","3.6079","-0.08%"
"Jul 06, 2017","3.6212","3.6069","3.6415","3.6007","0.42%"
"Jul 05, 2017","3.6062","3.5589","3.6173","3.5480","1.31%"
"Jul 04, 2017","3.5594","3.5566","3.5700","3.5430","0.06%"
"Jul 03, 2017","3.5571","3.5206","3.5673","3.5110","1.02%"
"Jun 30, 2017","3.5212","3.5255","3.5340","3.5047","-0.15%"
"Jun 29, 2017","3.5265","3.5137","3.5395","3.4980","0.39%"
"Jun 28, 2017","3.5128","3.5261","3.5390","3.5084","-0.38%"
"Jun 27, 2017","3.5263","3.5011","3.5278","3.4903","0.73%"
"Jun 26, 2017","3.5008","3.5089","3.5125","3.4897","-0.23%"
"Jun 23, 2017","3.5088","3.5084","3.5161","3.4957","0.03%"
"Jun 22, 2017","3.5077","3.5306","3.5329","3.5020","-0.66%"
"Jun 21, 2017","3.5310","3.5410","3.5492","3.5200","-0.38%"
"Jun 20, 2017","3.5445","3.5225","3.5514","3.5100","0.62%"
"Jun 19, 2017","3.5228","3.5025","3.5259","3.4835","0.57%"
"Jun 16, 2017","3.5027","3.5125","3.5327","3.4940","-0.29%"
"Jun 15, 2017","3.5130","3.4876","3.5256","3.4811","0.72%"
"Jun 14, 2017","3.4878","3.5188","3.5238","3.4733","-0.91%"
"Jun 13, 2017","3.5198","3.5168","3.5343","3.5065","0.10%"
"Jun 12, 2017","3.5164","3.5368","3.5407","3.5085","-0.59%"
"Jun 09, 2017","3.5373","3.5236","3.5443","3.5150","0.37%"
"Jun 08, 2017","3.5244","3.5465","3.5570","3.5180","-0.73%"
"Jun 07, 2017","3.5503","3.5152","3.5587","3.5060","1.00%"
"Jun 06, 2017","3.5151","3.5232","3.5438","3.5105","-0.24%"
"Jun 05, 2017","3.5237","3.5083","3.5340","3.4935","0.40%"
"Jun 02, 2017","3.5098","3.5246","3.5395","3.5017","-0.42%"
"Jun 01, 2017","3.5246","3.5278","3.5446","3.5210","-0.07%"
"May 31, 2017","3.5270","3.5495","3.5600","3.5240","-0.62%"
"May 30, 2017","3.5491","3.5726","3.5890","3.5387","-0.78%"
"May 29, 2017","3.5771","3.5804","3.5865","3.5727","-0.02%"
"May 26, 2017","3.5777","3.5663","3.5857","3.5595","0.31%"
"May 25, 2017","3.5667","3.5603","3.5760","3.5450","0.18%"
"May 24, 2017","3.5604","3.5694","3.5802","3.5540","-0.28%"
"May 23, 2017","3.5704","3.5603","3.5802","3.5535","0.31%"
"May 22, 2017","3.5593","3.5765","3.5946","3.5483","-0.45%"
"May 19, 2017","3.5753","3.6236","3.6324","3.5647","-1.37%"
"May 18, 2017","3.6251","3.5688","3.6423","3.5666","1.60%"
"May 17, 2017","3.5681","3.5391","3.5727","3.5363","0.82%"
"May 16, 2017","3.5392","3.5472","3.5638","3.5340","-0.26%"
"May 15, 2017","3.5483","3.5712","3.5747","3.5458","-0.69%"
"May 12, 2017","3.5731","3.5753","3.5993","3.5630","-0.08%"
"May 11, 2017","3.5758","3.5863","3.5930","3.5640","-0.32%"
"May 10, 2017","3.5874","3.6238","3.6287","3.5790","-1.01%"
"May 09, 2017","3.6239","3.5852","3.6260","3.5796","1.08%"
"May 08, 2017","3.5851","3.5364","3.5960","3.5270","1.16%"
"May 05, 2017","3.5441","3.5535","3.5782","3.5402","-0.28%"
