"Date","Price","Open","High","Low","Change %"
"Dec 15, 2020","1.3461","1.3323","1.3470","1.3280","1.04%"
"Dec 14, 2020","1.3322","1.3281","1.3447","1.3274","0.75%"
"Dec 11, 2020","1.3223","1.3296","1.3326","1.3134","-0.53%"
"Dec 10, 2020","1.3293","1.3403","1.3414","1.3246","-0.77%"
"Dec 09, 2020","1.3396","1.3355","1.3478","1.3350","0.32%"
"Dec 08, 2020","1.3353","1.3378","1.3393","1.3290","-0.17%"
"Dec 07, 2020","1.3376","1.3449","1.3449","1.3225","-0.45%"
"Dec 04, 2020","1.3437","1.3447","1.3541","1.3411","-0.11%"
"Dec 03, 2020","1.3452","1.3361","1.3500","1.3353","0.67%"
"Dec 02, 2020","1.3363","1.3423","1.3442","1.3287","-0.39%"
"Dec 01, 2020","1.3415","1.3325","1.3442","1.3314","0.71%"
"Nov 30, 2020","1.3321","1.3314","1.3386","1.3304","0.05%"
"Nov 27, 2020","1.3314","1.3356","1.3383","1.3288","-0.31%"
"Nov 26, 2020","1.3355","1.3376","1.3399","1.3321","-0.20%"
"Nov 25, 2020","1.3382","1.3362","1.3395","1.3304","0.19%"
"Nov 24, 2020","1.3356","1.3325","1.3382","1.3292","0.25%"
"Nov 23, 2020","1.3323","1.3274","1.3398","1.3263","0.31%"
"Nov 20, 2020","1.3282","1.3261","1.3297","1.3245","0.16%"
"Nov 19, 2020","1.3261","1.3275","1.3281","1.3196","-0.06%"
"Nov 18, 2020","1.3269","1.3244","1.3313","1.3242","0.21%"
"Nov 17, 2020","1.3241","1.3195","1.3274","1.3187","0.38%"
"Nov 16, 2020","1.3191","1.3179","1.3243","1.3162","0.04%"
"Nov 13, 2020","1.3186","1.3118","1.3203","1.3109","0.55%"
"Nov 12, 2020","1.3114","1.3222","1.3230","1.3105","-0.81%"
"Nov 11, 2020","1.3221","1.3270","1.3310","1.3189","-0.38%"
"Nov 10, 2020","1.3271","1.3166","1.3278","1.3155","0.82%"
"Nov 09, 2020","1.3163","1.3163","1.3209","1.3118","0.05%"
"Nov 06, 2020","1.3156","1.3144","1.3178","1.3092","0.11%"
"Nov 05, 2020","1.3142","1.2989","1.3155","1.2930","1.21%"
"Nov 04, 2020","1.2985","1.3060","1.3140","1.2914","-0.56%"
"Nov 03, 2020","1.3058","1.2916","1.3080","1.2903","1.13%"
"Nov 02, 2020","1.2912","1.2946","1.2954","1.2853","-0.22%"
"Oct 30, 2020","1.2941","1.2929","1.2989","1.2898","0.12%"
"Oct 29, 2020","1.2926","1.2983","1.3027","1.2881","-0.42%"
"Oct 28, 2020","1.2981","1.3046","1.3065","1.2917","-0.48%"
"Oct 27, 2020","1.3043","1.3019","1.3081","1.3001","0.15%"
"Oct 26, 2020","1.3023","1.3048","1.3075","1.2993","-0.13%"
"Oct 23, 2020","1.3040","1.3083","1.3125","1.3018","-0.31%"
"Oct 22, 2020","1.3081","1.3151","1.3155","1.3069","-0.48%"
"Oct 21, 2020","1.3144","1.2945","1.3178","1.2937","1.55%"
"Oct 20, 2020","1.2944","1.2952","1.2980","1.2910","-0.02%"
"Oct 19, 2020","1.2947","1.2915","1.3025","1.2889","0.26%"
"Oct 16, 2020","1.2913","1.2916","1.2963","1.2863","-0.01%"
"Oct 15, 2020","1.2914","1.3010","1.3031","1.2890","-0.75%"
"Oct 14, 2020","1.3011","1.2938","1.3066","1.2862","0.60%"
"Oct 13, 2020","1.2934","1.3064","1.3074","1.2922","-1.00%"
"Oct 12, 2020","1.3064","1.3028","1.3084","1.3004","0.14%"
"Oct 09, 2020","1.3046","1.2935","1.3051","1.2920","0.87%"
"Oct 08, 2020","1.2933","1.2919","1.2972","1.2890","0.12%"
"Oct 07, 2020","1.2918","1.2886","1.2931","1.2845","0.32%"
"Oct 06, 2020","1.2877","1.2978","1.3008","1.2866","-0.77%"
"Oct 05, 2020","1.2977","1.2933","1.2991","1.2899","0.36%"
"Oct 02, 2020","1.2931","1.2893","1.2955","1.2837","0.33%"
"Oct 01, 2020","1.2889","1.2919","1.2980","1.2818","-0.21%"
"Sep 30, 2020","1.2916","1.2864","1.2944","1.2806","0.43%"
"Sep 29, 2020","1.2861","1.2836","1.2903","1.2822","0.27%"
"Sep 28, 2020","1.2827","1.2747","1.2927","1.2744","0.64%"
"Sep 25, 2020","1.2745","1.2754","1.2806","1.2687","-0.03%"
"Sep 24, 2020","1.2749","1.2724","1.2782","1.2689","0.21%"
"Sep 23, 2020","1.2722","1.2733","1.2778","1.2674","-0.07%"
"Sep 22, 2020","1.2731","1.2812","1.2868","1.2710","-0.65%"
"Sep 21, 2020","1.2814","1.2924","1.2967","1.2774","-0.78%"
"Sep 18, 2020","1.2915","1.2973","1.3001","1.2915","-0.44%"
"Sep 17, 2020","1.2972","1.2966","1.3000","1.2865","0.05%"
"Sep 16, 2020","1.2965","1.2889","1.3008","1.2874","0.61%"
"Sep 15, 2020","1.2886","1.2841","1.2927","1.2815","0.33%"
"Sep 14, 2020","1.2844","1.2803","1.2920","1.2775","0.40%"
"Sep 11, 2020","1.2793","1.2800","1.2866","1.2763","-0.08%"
"Sep 10, 2020","1.2803","1.3003","1.3036","1.2773","-1.52%"
"Sep 09, 2020","1.3000","1.2981","1.3024","1.2884","0.10%"
"Sep 08, 2020","1.2987","1.3170","1.3180","1.2980","-1.36%"
"Sep 07, 2020","1.3166","1.3274","1.3285","1.3140","-0.87%"
"Sep 04, 2020","1.3282","1.3282","1.3320","1.3175","0.02%"
"Sep 03, 2020","1.3280","1.3349","1.3358","1.3242","-0.54%"
"Sep 02, 2020","1.3352","1.3383","1.3404","1.3283","-0.22%"
"Sep 01, 2020","1.3381","1.3367","1.3484","1.3355","0.09%"
"Aug 31, 2020","1.3369","1.3342","1.3396","1.3301","0.15%"
"Aug 28, 2020","1.3349","1.3208","1.3357","1.3185","1.14%"
"Aug 27, 2020","1.3198","1.3207","1.3285","1.3162","-0.08%"
"Aug 26, 2020","1.3208","1.3153","1.3220","1.3117","0.44%"
"Aug 25, 2020","1.3150","1.3068","1.3171","1.3054","0.67%"
"Aug 24, 2020","1.3063","1.3086","1.3149","1.3052","-0.18%"
"Aug 21, 2020","1.3087","1.3216","1.3256","1.3059","-0.95%"
"Aug 20, 2020","1.3212","1.3096","1.3226","1.3063","0.87%"
"Aug 19, 2020","1.3098","1.3239","1.3269","1.3094","-1.04%"
"Aug 18, 2020","1.3235","1.3099","1.3250","1.3095","1.02%"
"Aug 17, 2020","1.3102","1.3087","1.3123","1.3074","0.14%"
